resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,race_points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name,date,qualifying_position,best_qualifying_seconds,driverRef,forename,surname,driver_nationality,driver_name,constructor_name,constructor_nationality,circuit_name,circuit_country,lat,lng,alt,status,standing_points_after_race,standing_wins_after_race,standing_position_after_race,podium,top10,win,finished_clean,qualifying_delta_to_pole,grid_minus_qualifying,driver_prev_standing_position,driver_prev_season_points,driver_prev_season_wins,driver_avg_finish_last_5,driver_avg_grid_last_5,driver_avg_points_last_5,driver_podium_rate_last_10,driver_top10_rate_last_10,driver_finish_rate_last_10,constructor_avg_finish_last_5,constructor_avg_grid_last_5,constructor_avg_points_last_5,constructor_podium_rate_last_10,constructor_top10_rate_last_10,constructor_finish_rate_last_10,driver_constructor_pair_starts,driver_circuit_starts,constructor_circuit_starts
21976,893,20,9,1.0,1,1.0,1,1,25.0,61,59:13.1,7153132.0,46.0,1.0,01:48.6,167.94,1,2013,13,15,Singapore Grand Prix,2013-09-22,1.0,102.84100000000001,vettel,Sebastian,Vettel,German,Sebastian Vettel,Red Bull,Austrian,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Finished,247.0,7.0,1.0,1,1,1,1,0.0,0.0,1.0,222.0,6,5.4,2.0,18.0,0.7,0.9,0.9,5.4,2.0,18.0,0.7,0.9,0.9,87,5,11
21996,893,154,208,8.0,3,,R,21,0.0,37,,,35.0,12.0,01:51.1,164.126,63,2013,13,15,Singapore Grand Prix,2013-09-22,3.0,103.05799999999999,grosjean,Romain,Grosjean,French,Romain Grosjean,Lotus F1,British,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Pneumatics,57.0,0.0,8.0,0,0,0,0,0.21699999999998454,0.0,8.0,57.0,0,8.8,7.0,6.2,0.2,0.6,0.7,8.8,7.0,6.2,0.2,0.6,0.7,31,2,3
21984,893,807,15,11.0,11,9.0,9,9,2.0,61,+1:24.261,7237393.0,47.0,18.0,01:52.2,162.533,1,2013,13,15,Singapore Grand Prix,2013-09-22,11.0,104.555,hulkenberg,Nico,HÌ_lkenberg,German,Nico HÌ_lkenberg,Sauber,Swiss,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Finished,19.0,0.0,13.0,0,1,0,1,1.7139999999999986,0.0,14.0,17.0,0,9.8,10.0,2.4,0.0,0.4,0.9,9.8,10.0,2.4,0.0,0.4,0.9,12,2,6
21986,893,813,3,16.0,18,11.0,11,11,0.0,61,+1:28.479,7241611.0,46.0,8.0,01:50.7,164.703,1,2013,13,15,Singapore Grand Prix,2013-09-22,18.0,106.619,maldonado,Pastor,Maldonado,Venezuelan,Pastor Maldonado,Williams,British,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Finished,1.0,0.0,16.0,0,0,0,1,3.7779999999999916,0.0,16.0,1.0,0,13.4,15.8,0.2,0.0,0.1,0.9,13.4,15.8,0.2,0.0,0.1,0.9,51,2,10
21995,893,814,10,14.0,17,20.0,20,20,0.0,54,,,45.0,9.0,01:50.7,164.657,3,2013,13,15,Singapore Grand Prix,2013-09-22,17.0,106.12100000000001,resta,Paul,di Resta,British,Paul di Resta,Force India,Indian,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Accident,36.0,0.0,10.0,0,0,0,0,3.280000000000001,0.0,10.0,36.0,0,16.0,14.2,0.4,0.0,0.6,0.7,16.0,14.2,0.4,0.0,0.6,0.7,51,2,11
21983,893,815,1,6.0,14,8.0,8,8,4.0,61,+1:23.820,7236952.0,46.0,16.0,01:51.9,162.911,1,2013,13,15,Singapore Grand Prix,2013-09-22,14.0,104.75200000000001,perez,Sergio,PÌ©rez,Mexican,Sergio PÌ©rez,McLaren,British,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Finished,22.0,0.0,12.0,0,1,0,1,1.9110000000000014,0.0,12.0,18.0,0,12.0,11.2,1.2,0.0,0.4,0.8,12.0,11.2,1.2,0.0,0.4,0.8,12,2,11
21997,893,817,5,19.0,9,,R,22,0.0,23,,,23.0,22.0,01:53.1,161.288,3,2013,13,15,Singapore Grand Prix,2013-09-22,9.0,104.407,ricciardo,Daniel,Ricciardo,Australian,Daniel Ricciardo,Toro Rosso,Italian,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Accident,18.0,0.0,14.0,0,0,0,0,1.5659999999999883,0.0,13.0,18.0,0,10.0,9.0,2.2,0.0,0.5,0.9,10.0,9.0,2.2,0.0,0.5,0.9,32,2,10
21989,893,818,5,18.0,12,14.0,14,14,0.0,61,+1:53.512,7266644.0,45.0,5.0,01:50.3,165.27,1,2013,13,15,Singapore Grand Prix,2013-09-22,12.0,104.588,vergne,Jean-Ìäric,Vergne,French,Jean-Ìäric Vergne,Toro Rosso,Italian,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Finished,13.0,0.0,15.0,0,0,0,1,1.7469999999999857,0.0,15.0,13.0,0,17.4,14.0,0.0,0.0,0.2,0.5,17.4,14.0,0.0,0.0,0.2,0.5,32,1,11
21994,893,819,207,20.0,19,19.0,19,19,0.0,60,,,58.0,10.0,01:51.0,164.285,11,2013,13,15,Singapore Grand Prix,2013-09-22,19.0,108.11099999999999,pic,Charles,Pic,French,Charles Pic,Caterham,Malaysian,Marina Bay Street Circuit,Singapore,1.2914,103.864,,+1 Lap,0.0,0.0,20.0,0,0,0,1,5.269999999999982,0.0,20.0,0.0,0,17.2,20.2,0.0,0.0,0.0,0.8,17.2,20.2,0.0,0.0,0.0,0.8,12,1,2
21992,893,820,206,23.0,22,17.0,17,17,0.0,60,,,50.0,21.0,01:53.0,161.304,11,2013,13,15,Singapore Grand Prix,2013-09-22,22.0,108.93,chilton,Max,Chilton,British,Max Chilton,Marussia,Russian,Marina Bay Street Circuit,Singapore,1.2914,103.864,,+1 Lap,0.0,0.0,22.0,0,0,0,1,6.088999999999999,0.0,22.0,0.0,0,18.4,20.2,0.0,0.0,0.0,1.0,18.4,20.2,0.0,0.0,0.0,1.0,12,0,2
21987,893,821,15,12.0,10,12.0,12,12,0.0,61,+1:37.894,7251026.0,37.0,17.0,01:52.0,162.793,1,2013,13,15,Singapore Grand Prix,2013-09-22,10.0,104.245,gutierrez,Esteban,GutiÌ©rrez,Mexican,Esteban GutiÌ©rrez,Sauber,Swiss,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Finished,0.0,0.0,17.0,0,0,0,1,1.4039999999999964,0.0,18.0,0.0,0,15.2,17.0,0.0,0.0,0.0,0.7,15.2,17.0,0.0,0.0,0.0,0.7,12,0,7
21988,893,822,3,17.0,16,13.0,13,13,0.0,61,+1:45.161,7258293.0,53.0,14.0,01:51.7,163.232,1,2013,13,15,Singapore Grand Prix,2013-09-22,16.0,105.388,bottas,Valtteri,Bottas,Finnish,Valtteri Bottas,Williams,British,Marina Bay Street Circuit,Singapore,1.2914,103.864,,Finished,0.0,0.0,18.0,0,0,0,1,2.546999999999997,0.0,17.0,0.0,0,15.6,17.4,0.0,0.0,0.0,0.9,15.6,17.4,0.0,0.0,0.0,0.9,12,0,11
21991,893,823,207,21.0,20,16.0,16,16,0.0,60,,,44.0,19.0,01:52.5,162.12,11,2013,13,15,Singapore Grand Prix,2013-09-22,20.0,108.32,garde,Giedo,van der Garde,Dutch,Giedo van der Garde,Caterham,Malaysian,Marina Bay Street Circuit,Singapore,1.2914,103.864,,+1 Lap,0.0,0.0,21.0,0,0,0,1,5.478999999999985,0.0,21.0,0.0,0,16.8,19.0,0.0,0.0,0.0,0.8,16.8,19.0,0.0,0.0,0.0,0.8,12,0,3
21993,893,824,206,22.0,21,18.0,18,18,0.0,60,,,45.0,20.0,01:52.9,161.508,11,2013,13,15,Singapore Grand Prix,2013-09-22,21.0,108.83,jules_bianchi,Jules,Bianchi,French,Jules Bianchi,Marussia,Russian,Marina Bay Street Circuit,Singapore,1.2914,103.864,,+1 Lap,0.0,0.0,19.0,0,0,0,1,5.98899999999999,0.0,19.0,0.0,0,18.0,19.0,0.0,0.0,0.0,0.8,18.0,19.0,0.0,0.0,0.0,0.8,12,0,3
22002,894,1,131,10.0,2,5.0,5,5,10.0,55,25.255,6218956.0,53.0,5.0,01:42.5,197.134,1,2013,14,35,Korean Grand Prix,2013-10-06,2.0,97.42,hamilton,Lewis,Hamilton,British,Lewis Hamilton,Mercedes,German,Korean International Circuit,Korea,34.7333,126.417,,Finished,161.0,1.0,4.0,0,1,0,1,0.21800000000000352,0.0,3.0,151.0,1,4.6,4.0,12.4,0.3,0.9,1.0,4.6,4.0,12.4,0.3,0.9,1.0,13,3,6
22004,894,3,131,9.0,4,7.0,7,7,6.0,55,26.698,6220399.0,54.0,4.0,01:42.5,197.265,1,2013,14,35,Korean Grand Prix,2013-10-06,5.0,97.679,rosberg,Nico,Rosberg,German,Nico Rosberg,Mercedes,German,Korean International Circuit,Korea,34.7333,126.417,,Finished,122.0,2.0,6.0,0,1,0,1,0.47700000000000387,-1.0,6.0,116.0,2,8.4,5.4,6.8,0.2,0.9,0.9,8.4,5.4,6.8,0.2,0.9,0.9,71,3,7
22003,894,4,6,3.0,5,6.0,6,6,8.0,55,26.189,6219890.0,54.0,7.0,01:42.7,196.808,1,2013,14,35,Korean Grand Prix,2013-10-06,6.0,97.97800000000001,alonso,Fernando,Alonso,Spanish,Fernando Alonso,Ferrari,Italian,Korean International Circuit,Korea,34.7333,126.417,,Finished,195.0,2.0,2.0,0,1,0,1,0.7760000000000105,-1.0,2.0,187.0,2,3.0,6.8,15.2,0.6,1.0,1.0,3.0,6.8,15.2,0.6,1.0,1.0,71,3,6
21999,894,8,208,7.0,9,2.0,2,2,18.0,55,4.224,6197925.0,51.0,3.0,01:42.0,198.225,1,2013,14,35,Korean Grand Prix,2013-10-06,10.0,98.181,raikkonen,Kimi,RÌ_ikkÌ¦nen,Finnish,Kimi RÌ_ikkÌ¦nen,Lotus F1,British,Korean International Circuit,Korea,34.7333,126.417,,Finished,167.0,1.0,3.0,1,1,0,1,0.9789999999999992,-1.0,4.0,149.0,1,7.8,8.4,10.2,0.5,0.8,0.9,7.8,8.4,10.2,0.5,0.8,0.9,33,1,2
22006,894,13,6,4.0,6,9.0,9,9,2.0,55,34.39,6228091.0,47.0,10.0,01:43.0,196.34,1,2013,14,35,Korean Grand Prix,2013-10-06,7.0,98.223,massa,Felipe,Massa,Brazilian,Felipe Massa,Ferrari,Italian,Korean International Circuit,Korea,34.7333,126.417,,Finished,89.0,0.0,7.0,0,1,0,1,1.0210000000000008,-1.0,7.0,87.0,0,9.4,6.8,6.0,0.1,0.7,0.8,9.4,6.8,6.0,0.1,0.7,0.8,99,3,7
22017,894,16,10,15.0,14,20.0,20,20,0.0,50,,,43.0,16.0,01:44.1,194.188,4,2013,14,35,Korean Grand Prix,2013-10-06,14.0,98.431,sutil,Adrian,Sutil,German,Adrian Sutil,Force India,Indian,Korean International Circuit,Korea,34.7333,126.417,,Collision,26.0,0.0,12.0,0,0,0,0,1.2289999999999992,0.0,11.0,26.0,0,14.0,14.0,0.6,0.0,0.5,0.9,14.0,14.0,0.6,0.0,0.5,0.9,86,2,6
22018,894,17,9,2.0,13,,R,21,0.0,36,,,27.0,13.0,01:43.9,194.621,4,2013,14,35,Korean Grand Prix,2013-10-06,3.0,97.464,webber,Mark,Webber,Australian,Mark Webber,Red Bull,Austrian,Korean International Circuit,Korea,34.7333,126.417,,Collision,130.0,0.0,5.0,0,0,0,0,0.26200000000000045,10.0,5.0,130.0,0,6.8,4.4,8.6,0.3,0.9,0.9,6.8,4.4,8.6,0.3,0.9,0.9,106,3,6
22005,894,18,1,5.0,11,8.0,8,8,4.0,55,32.262,6225963.0,45.0,12.0,01:43.1,196.113,1,2013,14,35,Korean Grand Prix,2013-10-06,12.0,98.36500000000001,button,Jenson,Button,British,Jenson Button,McLaren,British,Korean International Circuit,Korea,34.7333,126.417,,Finished,58.0,0.0,9.0,0,1,0,1,1.163000000000011,-1.0,9.0,54.0,0,7.2,9.0,5.8,0.0,0.8,1.0,7.2,9.0,5.8,0.0,0.8,1.0,71,3,6
21998,894,20,9,1.0,1,1.0,1,1,25.0,55,43:13.7,6193701.0,53.0,1.0,01:41.4,199.388,1,2013,14,35,Korean Grand Prix,2013-10-06,1.0,97.202,vettel,Sebastian,Vettel,German,Sebastian Vettel,Red Bull,Austrian,Korean International Circuit,Korea,34.7333,126.417,,Finished,272.0,8.0,1.0,1,1,1,1,0.0,0.0,1.0,247.0,7,1.4,1.6,23.0,0.8,0.9,0.9,1.4,1.6,23.0,0.8,0.9,0.9,88,3,7
22000,894,154,208,8.0,3,3.0,3,3,15.0,55,4.927,6198628.0,46.0,2.0,01:41.9,198.3,1,2013,14,35,Korean Grand Prix,2013-10-06,4.0,97.531,grosjean,Romain,Grosjean,French,Romain Grosjean,Lotus F1,British,Korean International Circuit,Korea,34.7333,126.417,,Finished,72.0,0.0,8.0,1,1,0,1,0.32900000000000773,-1.0,8.0,57.0,0,9.2,6.2,6.2,0.2,0.5,0.6,9.2,6.2,6.2,0.2,0.5,0.6,32,1,3
22001,894,807,15,11.0,7,4.0,4,4,12.0,55,24.114,6217815.0,53.0,6.0,01:42.6,197.002,1,2013,14,35,Korean Grand Prix,2013-10-06,8.0,97.913,hulkenberg,Nico,HÌ_lkenberg,German,Nico HÌ_lkenberg,Sauber,Swiss,Korean International Circuit,Korea,34.7333,126.417,,Finished,31.0,0.0,11.0,0,1,0,1,0.7109999999999985,-1.0,13.0,19.0,0,9.6,9.4,2.6,0.0,0.4,0.9,9.6,9.4,2.6,0.0,0.4,0.9,13,2,6
22010,894,813,3,16.0,18,13.0,13,13,0.0,55,50.013,6243714.0,43.0,17.0,01:44.1,194.111,1,2013,14,35,Korean Grand Prix,2013-10-06,18.0,99.987,maldonado,Pastor,Maldonado,Venezuelan,Pastor Maldonado,Williams,British,Korean International Circuit,Korea,34.7333,126.417,,Finished,1.0,0.0,16.0,0,0,0,1,2.7849999999999966,0.0,16.0,1.0,0,13.4,16.4,0.2,0.0,0.1,0.9,13.4,16.4,0.2,0.0,0.1,0.9,52,2,6
22019,894,814,10,14.0,15,,R,22,0.0,24,,,10.0,22.0,01:46.4,189.961,20,2013,14,35,Korean Grand Prix,2013-10-06,15.0,98.718,resta,Paul,di Resta,British,Paul di Resta,Force India,Indian,Korean International Circuit,Korea,34.7333,126.417,,Spun off,36.0,0.0,10.0,0,0,0,0,1.5160000000000053,0.0,10.0,36.0,0,18.2,13.4,0.0,0.0,0.5,0.6,18.2,13.4,0.0,0.0,0.5,0.6,52,2,7
22007,894,815,1,6.0,10,10.0,10,10,1.0,55,35.155,6228856.0,47.0,11.0,01:43.0,196.303,1,2013,14,35,Korean Grand Prix,2013-10-06,11.0,98.362,perez,Sergio,PÌ©rez,Mexican,Sergio PÌ©rez,McLaren,British,Korean International Circuit,Korea,34.7333,126.417,,Finished,23.0,0.0,13.0,0,1,0,1,1.1599999999999966,-1.0,12.0,22.0,0,9.6,11.4,2.0,0.0,0.5,0.8,9.6,11.4,2.0,0.0,0.5,0.8,13,2,7
22016,894,817,5,19.0,12,19.0,19,19,0.0,52,,,52.0,9.0,01:42.9,196.353,13,2013,14,35,Korean Grand Prix,2013-10-06,13.0,98.417,ricciardo,Daniel,Ricciardo,Australian,Daniel Ricciardo,Toro Rosso,Italian,Korean International Circuit,Korea,34.7333,126.417,,+3 Laps,18.0,0.0,14.0,0,0,0,1,1.2150000000000034,-1.0,14.0,18.0,0,12.8,9.8,1.4,0.0,0.4,0.8,12.8,9.8,1.4,0.0,0.4,0.8,33,2,6
22015,894,818,5,18.0,16,18.0,18,18,0.0,53,,,52.0,15.0,01:44.1,194.197,12,2013,14,35,Korean Grand Prix,2013-10-06,16.0,98.781,vergne,Jean-Ìäric,Vergne,French,Jean-Ìäric Vergne,Toro Rosso,Italian,Korean International Circuit,Korea,34.7333,126.417,,+2 Laps,13.0,0.0,15.0,0,0,0,1,1.5790000000000077,0.0,15.0,13.0,0,15.8,14.0,0.0,0.0,0.2,0.5,15.8,14.0,0.0,0.0,0.2,0.5,33,1,7
22011,894,819,207,20.0,19,14.0,14,14,0.0,55,+1:03.578,6257279.0,54.0,19.0,01:44.5,193.477,1,2013,14,35,Korean Grand Prix,2013-10-06,19.0,100.864,pic,Charles,Pic,French,Charles Pic,Caterham,Malaysian,Korean International Circuit,Korea,34.7333,126.417,,Finished,0.0,0.0,20.0,0,0,0,1,3.662000000000006,0.0,20.0,0.0,0,18.0,20.4,0.0,0.0,0.0,0.8,18.0,20.4,0.0,0.0,0.0,0.8,13,1,2
22014,894,820,206,23.0,21,17.0,17,17,0.0,55,+1:12.898,6266599.0,48.0,21.0,01:45.4,191.769,1,2013,14,35,Korean Grand Prix,2013-10-06,22.0,101.322,chilton,Max,Chilton,British,Max Chilton,Marussia,Russian,Korean International Circuit,Korea,34.7333,126.417,,Finished,0.0,0.0,22.0,0,0,0,1,4.1200000000000045,-1.0,22.0,0.0,0,18.4,20.6,0.0,0.0,0.0,1.0,18.4,20.6,0.0,0.0,0.0,1.0,13,0,2
22008,894,821,15,12.0,8,11.0,11,11,0.0,55,35.99,6229691.0,55.0,8.0,01:42.7,196.741,1,2013,14,35,Korean Grand Prix,2013-10-06,9.0,98.327,gutierrez,Esteban,GutiÌ©rrez,Mexican,Esteban GutiÌ©rrez,Sauber,Swiss,Korean International Circuit,Korea,34.7333,126.417,,Finished,0.0,0.0,17.0,0,0,0,1,1.125,-1.0,17.0,0.0,0,14.8,15.6,0.0,0.0,0.0,0.8,14.8,15.6,0.0,0.0,0.0,0.8,13,0,7
22009,894,822,3,17.0,17,12.0,12,12,0.0,55,47.049,6240750.0,44.0,14.0,01:43.9,194.61,1,2013,14,35,Korean Grand Prix,2013-10-06,17.0,99.47,bottas,Valtteri,Bottas,Finnish,Valtteri Bottas,Williams,British,Korean International Circuit,Korea,34.7333,126.417,,Finished,0.0,0.0,18.0,0,0,0,1,2.2680000000000007,0.0,18.0,0.0,0,15.8,17.4,0.0,0.0,0.0,0.9,15.8,17.4,0.0,0.0,0.0,0.9,13,0,7
22012,894,823,207,21.0,20,15.0,15,15,0.0,55,+1:04.501,6258202.0,55.0,18.0,01:44.4,193.667,1,2013,14,35,Korean Grand Prix,2013-10-06,20.0,100.87100000000001,garde,Giedo,van der Garde,Dutch,Giedo van der Garde,Caterham,Malaysian,Korean International Circuit,Korea,34.7333,126.417,,Finished,0.0,0.0,21.0,0,0,0,1,3.669000000000011,0.0,21.0,0.0,0,16.4,18.6,0.0,0.0,0.0,0.8,16.4,18.6,0.0,0.0,0.0,0.8,13,0,3
22013,894,824,206,22.0,22,16.0,16,16,0.0,55,+1:07.970,6261671.0,54.0,20.0,01:45.0,192.53,1,2013,14,35,Korean Grand Prix,2013-10-06,21.0,101.169,jules_bianchi,Jules,Bianchi,French,Jules Bianchi,Marussia,Russian,Korean International Circuit,Korea,34.7333,126.417,,Finished,0.0,0.0,19.0,0,0,0,1,3.9669999999999987,1.0,19.0,0.0,0,18.4,19.4,0.0,0.0,0.0,0.8,18.4,19.4,0.0,0.0,0.0,0.8,13,0,3
22039,895,1,131,10.0,3,,R,20,0.0,7,,,3.0,20.0,01:41.2,206.569,29,2013,15,22,Japanese Grand Prix,2013-10-13,3.0,91.253,hamilton,Lewis,Hamilton,British,Lewis Hamilton,Mercedes,German,Suzuka Circuit,Japan,34.8431,136.541,,Puncture,161.0,1.0,4.0,0,0,0,0,0.33800000000000807,0.0,4.0,161.0,1,4.6,4.2,12.4,0.3,0.9,1.0,4.6,4.2,12.4,0.3,0.9,1.0,14,4,6
22027,895,3,131,9.0,6,8.0,8,8,4.0,53,+1:12.023,5281324.0,46.0,2.0,01:34.7,220.868,1,2013,15,22,Japanese Grand Prix,2013-10-13,6.0,91.39699999999999,rosberg,Nico,Rosberg,German,Nico Rosberg,Mercedes,German,Suzuka Circuit,Japan,34.8431,136.541,,Finished,126.0,2.0,6.0,0,1,0,1,0.4819999999999993,0.0,6.0,122.0,2,8.0,4.0,7.6,0.2,0.9,0.9,8.0,4.0,7.6,0.2,0.9,0.9,72,4,7
22023,895,4,6,3.0,8,4.0,4,4,12.0,53,45.605,5254906.0,39.0,8.0,01:35.9,218.041,1,2013,15,22,Japanese Grand Prix,2013-10-13,8.0,91.66499999999999,alonso,Fernando,Alonso,Spanish,Fernando Alonso,Ferrari,Italian,Suzuka Circuit,Japan,34.8431,136.541,,Finished,207.0,2.0,2.0,0,1,0,1,0.75,0.0,2.0,195.0,2,3.4,6.2,14.4,0.6,1.0,1.0,3.4,6.2,14.4,0.6,1.0,1.0,72,4,8
22024,895,8,208,7.0,9,5.0,5,5,10.0,53,47.325,5256626.0,35.0,5.0,01:35.5,218.865,1,2013,15,22,Japanese Grand Prix,2013-10-13,9.0,91.662,raikkonen,Kimi,RÌ_ikkÌ¦nen,Finnish,Kimi RÌ_ikkÌ¦nen,Lotus F1,British,Suzuka Circuit,Japan,34.8431,136.541,,Finished,177.0,1.0,3.0,0,1,0,1,0.7470000000000141,0.0,3.0,167.0,1,7.8,9.4,10.2,0.5,0.8,0.9,7.8,9.4,10.2,0.5,0.8,0.9,34,2,2
22029,895,13,6,4.0,5,10.0,10,10,1.0,53,+1:29.263,5298564.0,30.0,13.0,01:37.0,215.515,1,2013,15,22,Japanese Grand Prix,2013-10-13,5.0,91.378,massa,Felipe,Massa,Brazilian,Felipe Massa,Ferrari,Italian,Suzuka Circuit,Japan,34.8431,136.541,,Finished,90.0,0.0,7.0,0,1,0,1,0.46300000000000807,0.0,7.0,89.0,0,6.8,6.6,6.4,0.1,0.8,0.8,6.8,6.6,6.4,0.1,0.8,0.8,100,3,9
22033,895,16,10,15.0,22,14.0,14,14,0.0,52,,,29.0,14.0,01:37.4,214.705,11,2013,15,22,Japanese Grand Prix,2013-10-13,17.0,92.89,sutil,Adrian,Sutil,German,Adrian Sutil,Force India,Indian,Suzuka Circuit,Japan,34.8431,136.541,,+1 Lap,26.0,0.0,12.0,0,0,0,1,1.9750000000000085,5.0,12.0,26.0,0,15.4,13.8,0.6,0.0,0.5,0.8,15.4,13.8,0.6,0.0,0.5,0.8,87,3,8
22021,895,17,9,2.0,1,2.0,2,2,18.0,53,7.129,5216430.0,44.0,1.0,01:34.6,221.015,1,2013,15,22,Japanese Grand Prix,2013-10-13,1.0,90.91499999999999,webber,Mark,Webber,Australian,Mark Webber,Red Bull,Austrian,Suzuka Circuit,Japan,34.8431,136.541,,Finished,148.0,0.0,5.0,1,1,0,1,0.0,0.0,5.0,130.0,0,9.6,6.4,7.4,0.3,0.8,0.8,9.6,6.4,7.4,0.3,0.8,0.8,107,4,8
22028,895,18,1,5.0,10,9.0,9,9,2.0,53,+1:20.821,5290122.0,53.0,6.0,01:35.5,218.79,1,2013,15,22,Japanese Grand Prix,2013-10-13,10.0,91.827,button,Jenson,Button,British,Jenson Button,McLaren,British,Suzuka Circuit,Japan,34.8431,136.541,,Finished,60.0,0.0,9.0,0,1,0,1,0.9120000000000061,0.0,9.0,58.0,0,7.6,9.4,5.0,0.0,0.8,1.0,7.6,9.4,5.0,0.0,0.8,1.0,72,4,8
22020,895,20,9,1.0,2,1.0,1,1,25.0,53,26:49.3,5209301.0,39.0,4.0,01:35.3,219.322,1,2013,15,22,Japanese Grand Prix,2013-10-13,2.0,91.089,vettel,Sebastian,Vettel,German,Sebastian Vettel,Red Bull,Austrian,Suzuka Circuit,Japan,34.8431,136.541,,Finished,297.0,9.0,1.0,1,1,1,1,0.1740000000000066,0.0,1.0,272.0,8,1.4,1.4,23.0,0.8,0.9,0.9,1.4,1.4,23.0,0.8,0.9,0.9,89,4,9
22022,895,154,208,8.0,4,3.0,3,3,15.0,53,9.91,5219211.0,48.0,10.0,01:36.0,217.782,1,2013,15,22,Japanese Grand Prix,2013-10-13,4.0,91.365,grosjean,Romain,Grosjean,French,Romain Grosjean,Lotus F1,British,Suzuka Circuit,Japan,34.8431,136.541,,Finished,87.0,0.0,8.0,1,1,0,1,0.45000000000000284,0.0,8.0,72.0,0,9.2,5.8,6.2,0.2,0.5,0.6,9.2,5.8,6.2,0.2,0.5,0.6,33,2,3
22025,895,807,15,11.0,7,6.0,6,6,8.0,53,51.615,5260916.0,33.0,11.0,01:36.5,216.674,1,2013,15,22,Japanese Grand Prix,2013-10-13,7.0,91.644,hulkenberg,Nico,HÌ_lkenberg,German,Nico HÌ_lkenberg,Sauber,Swiss,Suzuka Circuit,Japan,34.8431,136.541,,Finished,39.0,0.0,10.0,0,1,0,1,0.7290000000000134,0.0,11.0,31.0,0,8.4,8.8,4.8,0.0,0.5,0.9,8.4,8.8,4.8,0.0,0.5,0.9,14,2,6
22035,895,813,3,16.0,15,16.0,16,16,0.0,52,,,30.0,16.0,01:37.4,214.581,11,2013,15,22,Japanese Grand Prix,2013-10-13,15.0,92.093,maldonado,Pastor,Maldonado,Venezuelan,Pastor Maldonado,Williams,British,Suzuka Circuit,Japan,34.8431,136.541,,+1 Lap,1.0,0.0,17.0,0,0,0,1,1.1780000000000115,0.0,16.0,1.0,0,13.0,16.4,0.2,0.0,0.1,0.9,13.0,16.4,0.2,0.0,0.1,0.9,53,2,8
22030,895,814,10,14.0,12,11.0,11,11,0.0,53,+1:38.572,5307873.0,41.0,15.0,01:37.4,214.617,1,2013,15,22,Japanese Grand Prix,2013-10-13,12.0,91.992,resta,Paul,di Resta,British,Paul di Resta,Force India,Indian,Suzuka Circuit,Japan,34.8431,136.541,,Finished,36.0,0.0,11.0,0,0,0,1,1.0770000000000124,0.0,10.0,36.0,0,20.4,14.0,0.0,0.0,0.4,0.5,20.4,14.0,0.0,0.0,0.4,0.5,53,2,9
22034,895,815,1,6.0,11,15.0,15,15,0.0,52,,,46.0,7.0,01:35.8,218.114,11,2013,15,22,Japanese Grand Prix,2013-10-13,11.0,91.989,perez,Sergio,PÌ©rez,Mexican,Sergio PÌ©rez,McLaren,British,Suzuka Circuit,Japan,34.8431,136.541,,+1 Lap,23.0,0.0,13.0,0,0,0,1,1.0740000000000123,0.0,13.0,23.0,0,10.0,10.8,1.4,0.0,0.5,0.8,10.0,10.8,1.4,0.0,0.5,0.8,14,2,9
22032,895,817,5,19.0,16,13.0,13,13,0.0,52,,,52.0,3.0,01:35.0,220.008,11,2013,15,22,Japanese Grand Prix,2013-10-13,16.0,92.485,ricciardo,Daniel,Ricciardo,Australian,Daniel Ricciardo,Toro Rosso,Italian,Suzuka Circuit,Japan,34.8431,136.541,,+1 Lap,18.0,0.0,14.0,0,0,0,1,1.5700000000000074,0.0,14.0,18.0,0,14.2,11.0,1.4,0.0,0.4,0.8,14.2,11.0,1.4,0.0,0.4,0.8,34,2,8
22031,895,818,5,18.0,17,12.0,12,12,0.0,52,,,52.0,9.0,01:35.9,218,11,2013,15,22,Japanese Grand Prix,2013-10-13,18.0,93.357,vergne,Jean-Ìäric,Vergne,French,Jean-Ìäric Vergne,Toro Rosso,Italian,Suzuka Circuit,Japan,34.8431,136.541,,+1 Lap,13.0,0.0,15.0,0,0,0,1,2.4420000000000073,-1.0,15.0,13.0,0,15.4,14.0,0.0,0.0,0.2,0.6,15.4,14.0,0.0,0.0,0.2,0.6,34,1,9
22037,895,819,207,20.0,20,18.0,18,18,0.0,52,,,51.0,17.0,01:37.5,214.436,11,2013,15,22,Japanese Grand Prix,2013-10-13,20.0,94.556,pic,Charles,Pic,French,Charles Pic,Caterham,Malaysian,Suzuka Circuit,Japan,34.8431,136.541,,+1 Lap,0.0,0.0,20.0,0,0,0,1,3.6410000000000053,0.0,20.0,0.0,0,17.4,19.8,0.0,0.0,0.0,0.8,17.4,19.8,0.0,0.0,0.0,0.8,14,1,2
